campaign_id,product_scope,supplier_name,contact_name,country,platform,company_url,product_url,public_evidence,company_type_claim,custom_moq_claim,message_variant,sent_at_edt,send_proof,response_status,response_summary,fit_score,decision,followup_sent_at_edt,notes
D001,denim,"Guangzhou Yijia Manufacturing Co.,ltd","Mia Mia",China,Alibaba,https://gzike.en.alibaba.com/company_profile.html,https://www.alibaba.com/product-detail/Side-Laced-Jeans-Classic-Black-Men_1601439046457.html,"Directory lists men's and women's jeans; black denim offer; profile review link",manufacturer claim,,denim,2026-08-04 22:16,"Alibaba success receipt MC1IDX1euLMtTiw5qcXVgPzl1LVin4L4cDDGlsme-Pb9VsevU2fEKsPJdTXBEbjj8eozSO6",awaiting,,0,evidence_pending,,No attachment or commitment
D002,denim,"Guangzhou Tsra Garment Co., Ltd.","Tsra Yan",China,Alibaba,https://tsra.en.alibaba.com/company_profile.html,https://www.alibaba.com/product-detail/Women-s-Breathable-Elastic-Low-Rise_1601392522458.html,"Profile claims manufacturer/trader; 201-300 staff; Guangzhou factory address; jeans flow and OEM/design capability",manufacturer_and_trader claim,,denim,2026-08-04 22:21,"Alibaba success receipt MC1IDX152Q_1uxqZvRW0g4Ge_n_h1Gq2-rjJVTHQrWHmA9w4xKNl7wUrNRTY-N-dA-8MWyx",awaiting,,0,evidence_pending,,No attachment or commitment; public claims require reconciliation
J013,jacket,"Fuzhou Changtai Textile Co., Ltd.",,China,Alibaba,https://ctzf.en.alibaba.com/company_profile.html,https://www.alibaba.com/product-detail/Fashion-Winter-Custom-Apparel-Clothing-Manufacturer-1601659972832.html,Public product listing only; capability remains unverified,unverified platform claim,,jacket,2026-08-04,Alibaba success receipt MC1IDX14p5M4-o3LA51gIW-IPzpwVMNgs92MH-iQnU5y2TPWayk9eNNQGxPlMTtVNLfTWPR,awaiting,,0,evidence_pending,,"No attachment, order or spend commitment"
J014,jacket,"Suzhou Ruichenxuan Clothing Co., Ltd.",,China,Alibaba,https://ruichenxuan.en.alibaba.com/company_profile.html,https://www.alibaba.com/product-detail/RCX-Manufacturer-Wholesale-Custom-Double-Sided-1601619429693.html,Public product listing only; capability remains unverified,unverified platform claim,,jacket,2026-08-04,Alibaba success receipt MC1IDX1t5Km3Az_YdMEuOIfaJlDnDXZZuo1WkpU4nQVpT1W-gvXRQ6ji3SjE8zjsAmYcEzo,awaiting,,0,evidence_pending,,"No attachment, order or spend commitment"
J015,jacket,"Dongguan Qifei Clothing Co., Ltd.",,China,Alibaba,https://keofi.en.alibaba.com/company_profile.html,https://www.alibaba.com/product-detail/Custom-Fireman-Clasp-Jacket-Manufacturers-Wool-1601594114060.html,Public product listing only; capability remains unverified,unverified platform claim,,jacket,2026-08-04,Alibaba success receipt MC1IDX19lmfRolQWSj1ml7kRLhuh-8xl6EZdHPkIyUIz-iFD-zSYF5y-iVkOIpU8SWRfsxP,awaiting,,0,evidence_pending,,"No attachment, order or spend commitment"
J016,jacket,"Shanghai Zhongda Wincome Co., Ltd.",,China,Alibaba,https://hzwincome.en.alibaba.com/company_profile.html,https://www.alibaba.com/product-detail/BSCI-GRS-Certified-OEM-Custom-Men-1601717679720.html,Public product listing only; capability remains unverified,unverified platform claim,,jacket,2026-08-04,Alibaba success receipt MC1IDX1aEsSXqUOZho88aCDN3k0xGPAFePVbn9s9HSN_h33RyYf868y7tmoWUU5xPHdmEcQ,awaiting,,0,evidence_pending,,"No attachment, order or spend commitment"
J017,jacket,"Guangzhou Yufan Garment Trading Co., Ltd.",,China,Alibaba,https://guangzhouyufan.en.alibaba.com/company_profile.html,https://www.alibaba.com/product-detail/Custom-Loose-fit-Baseball-Green-Varsity-1601420067497.html,Public product listing only; capability remains unverified,unverified platform claim,,jacket,2026-08-04,Alibaba success receipt MC1IDX1iXokSO-uRRrXkw0_4D27XKvpI1q1-hl-UQfm5kc7yryd5Bp12ltLQ-eAI-On02Bl,awaiting,,0,evidence_pending,,"No attachment, order or spend commitment"
J018,jacket,"Shishi Dingyi Garments Co., Ltd.",,China,Alibaba,https://dingyigarments.en.alibaba.com/company_profile.html,https://www.alibaba.com/product-detail/Stand-Collar-Plus-Sized-Fancy-Logo-1601684665678.html,Public product listing only; capability remains unverified,unverified platform claim,,jacket,2026-08-04,Alibaba success receipt MC1IDX14CJ4ma3UhYRPWNcUrxG8oiopjw8fzDg_2lXSIypyZgNHzxs5JgTAPy5V5tvyXPgX,awaiting,,0,evidence_pending,,"No attachment, order or spend commitment"
J019,jacket,"Dongguan Auming Garment Co., Ltd.",,China,Alibaba,https://dgziying.en.alibaba.com/company_profile.html,https://www.alibaba.com/product-detail/Unisex-Lightweight-Portable-Jackets-Manufacturer-Custom-1601267433591.html,Public product listing only; capability remains unverified,unverified platform claim,,jacket,2026-08-04,Alibaba success receipt MC1IDX1glbBC7S0_TMT0l8OYCyiAm4FX_pYTB8lfX67w9iEVOW0TK02obCUvxRM-EGEY2YB,awaiting,,0,evidence_pending,,"No attachment, order or spend commitment"
J020,jacket,"Dongguan Jiuzuo Clothing Co., Ltd.",,China,Alibaba,https://jiuvel.en.alibaba.com/company_profile.html,https://www.alibaba.com/product-detail/Custom-luxury-Puffer-Coats-padded-Waterproof-1601596837882.html,Public product listing only; capability remains unverified,unverified platform claim,,jacket,2026-08-04,Alibaba success receipt MC1IDX14JZJE7hxqTHXWkk5dV2VoprXaJMtCOydAx-_KQNVLIZoey2KKEdasE1sBbngzwE7,awaiting,,0,evidence_pending,,"No attachment, order or spend commitment"
J021,jacket,"Guangzhou Banton Garment Co., Ltd.",,China,Alibaba,https://bandunfuzhuang.en.alibaba.com/company_profile.html,https://www.alibaba.com/product-detail/Improved-M43-Ameli-Quilted-Jacket-CWU-1601771061994.html,Public product listing only; capability remains unverified,unverified platform claim,,jacket,2026-08-04,Alibaba success receipt MC1IDX1IsWBj2BIsVFI6-tFL1XO9Izt1v1DnYEvm1lD2OLxVX0cJFkwS-PNZ8g8IMT6GXPp,awaiting,,0,evidence_pending,,"No attachment, order or spend commitment"
J022,jacket,"Xiamen Hanlu Technology Co., Ltd.",,China,Alibaba,https://hanluapparel.en.alibaba.com/company_profile.html,https://www.alibaba.com/product-detail/Custom-Clothing-Manufacturers-Custom-Men-Winter-1601680932894.html,Public product listing only; capability remains unverified,unverified platform claim,,jacket,2026-08-04,Alibaba success receipt MC1IDX1SdTn50_Q-5Np20o_i1R5AI1l_0Cv4AJe00phy4OFIvBXjTYzmfRNrjbifksKEj1U,awaiting,,0,evidence_pending,,"No attachment, order or spend commitment"
J023,jacket,"Dongguan Feiersi Clothing Co., Ltd.",,China,Alibaba,https://feiersi.en.alibaba.com/company_profile.html,https://www.alibaba.com/product-detail/Manufacture-Custom-Unisex-Winter-Nylon-Quilted-1601651410949.html,Public product listing only; capability remains unverified,unverified platform claim,,jacket,2026-08-04,Alibaba success receipt MC1IDX1uldhRwYNpM_C59OpFyGdgVXJOtmdCeO-dbS26-Gb4O2_29VUgJ8NlRDtcGrL_L3X,awaiting,,0,evidence_pending,,"No attachment, order or spend commitment"
J024,jacket,"Shanghai Garment Group Imp & Exp Co., Ltd.",,China,Alibaba,https://sggiec.en.alibaba.com/company_profile.html,https://www.alibaba.com/product-detail/Oem-Custom-logo-Winter-Down-Jacket-1601808371912.html,Public product listing only; capability remains unverified,unverified platform claim,,jacket,2026-08-04,Alibaba success receipt MC1IDX1u3b369ewb99W-pSZ3ShYn66W6to2Goyhf8uWdY8iKZNjFRpnGPOroq1gXt-hcTvz,awaiting,,0,evidence_pending,,"No attachment, order or spend commitment"
J025,jacket,"Dongguan Senman Clothing Co., Ltd.",,China,Alibaba,https://mannxc.en.alibaba.com/company_profile.html,https://www.alibaba.com/product-detail/Fast-Sampling-Custom-logo-Pu-Leather-1601779405460.html,Public product listing only; capability remains unverified,unverified platform claim,,jacket,2026-08-04,Alibaba success receipt MC1IDX10TBu1oWvNRiMC7ICw3fyObev3X5D0p5URxmMM1Ru8Zcn4D1R-ZQloHnS_Shz4Kd-,awaiting,,0,evidence_pending,,"No attachment, order or spend commitment"
T001,womens_top,"Zhucheng Chuhe Clothing Co., Ltd.",,China,Alibaba,https://zhchclothing.en.alibaba.com/company_profile.html,https://www.alibaba.com/product-detail/Womens-Long-Sleeve-Crop-Tops-Basic-1601670861426.html,Public product listing only; capability remains unverified,unverified platform claim,,top,2026-08-04,Alibaba success receipt MC1IDX1VctlI1yNEpc2YqhcEy0SMsCYGIK_iF4_6bSNXHeBBKlo0d2EGUniLlpMLK7SfBqg,awaiting,,0,evidence_pending,,"No attachment, order or spend commitment"
T002,womens_top,"Guangzhou Honghaotian Garments Co., Ltd.",,China,Alibaba,https://hht66.en.alibaba.com/company_profile.html,https://www.alibaba.com/product-detail/Custom-Autumn-Spring-Korea-straight-retro-1601282163366.html,Public product listing only; capability remains unverified,unverified platform claim,,top,2026-08-04,Alibaba success receipt MC1IDX1QBMaOhPMhjG5x4Zr0QQ-I98Ugr5pxM1344y7dPLqgKO1CweVwtzBVIileKxZZ_jZ,awaiting,,0,evidence_pending,,"No attachment, order or spend commitment"
T003,womens_top,"Ningbo Ever Top Apparel Co., Ltd.",,China,Alibaba,https://evertopone.en.alibaba.com/company_profile.html,https://www.alibaba.com/product-detail/Women-s-Shirt-Casual-Ladies-Long-1601449480680.html,Public product listing only; capability remains unverified,unverified platform claim,,top,2026-08-04,Alibaba success receipt MC1IDX1569500I47KtRMvVw7NK4ymHqPmdViTtOQO38BGWIEhfEQpxagPEJPBd58un-D3UO,awaiting,,0,evidence_pending,,"No attachment, order or spend commitment"
T004,womens_top,"Jiangyin Ruichi Electronic Commerce Co., Ltd.",,China,Alibaba,https://ruichii.en.alibaba.com/company_profile.html,https://www.alibaba.com/product-detail/RUICHI-Custom-Women-s-Soft-Ribbed-1601673196288.html,Public product listing only; capability remains unverified,unverified platform claim,,top,2026-08-04,Alibaba success receipt MC1IDX1MX_HOL9fOpzEpsWLYTqGL2gg6v5RQCMg0qKZTqB6doi18AZsdCt11xZY7aUWz2rz,awaiting,,0,evidence_pending,,"No attachment, order or spend commitment"
T005,womens_top,"Jiangxi Brother Garment Co., Ltd.",,China,Alibaba,https://brothergarment.en.alibaba.com/company_profile.html,https://www.alibaba.com/product-detail/2026-Spring-New-Fashion-Hot-Girl-1601690564383.html,Public product listing only; capability remains unverified,unverified platform claim,,top,2026-08-04,Alibaba success receipt MC1IDX1sGH__rI0Qkz5vemu66z6dGL3pyYJLU6JvIhM8h5tDRv8VuDJ7wrKWzp-spAJC924,awaiting,,0,evidence_pending,,"No attachment, order or spend commitment"
T006,womens_top,"Yiwu Lai Bo Garment Co., Ltd.",,China,Alibaba,https://noblefur.en.alibaba.com/company_profile.html,https://www.alibaba.com/product-detail/Customized-logo-Niche-style-design-white-1601285244623.html,Public product listing only; capability remains unverified,unverified platform claim,,top,2026-08-04,Alibaba success receipt MC1IDX1HAI7KW7piElBAiC8cEPTYlwqRRX-Zj5FykYrA5hT1jDQ1UUBl_cbyNDeqDNqnBnQ,awaiting,,0,evidence_pending,,"No attachment, order or spend commitment"
T007,womens_top,"Guangzhou Sehe Apparel Co., Ltd.",,China,Alibaba,https://sehefashion.en.alibaba.com/company_profile.html,https://www.alibaba.com/product-detail/Women-s-Striped-Button-Down-Collar-1601637241718.html,Public product listing only; capability remains unverified,unverified platform claim,,top,2026-08-04,Alibaba success receipt MC1IDX16GOzWj3H9yBcwwFztFEqNxBLV0d7QIDXSO78ODrRIdEeyoJoKsIOVI9Q7OoMTdiG,awaiting,,0,evidence_pending,,"No attachment, order or spend commitment"
T008,womens_top,"Xiamen Caisi Trading Co., Ltd.",,China,Alibaba,https://xmcaisi.en.alibaba.com/company_profile.html,https://www.alibaba.com/product-detail/Women-s-Fashion-Deep-V-T-1601568220098.html,Public product listing only; capability remains unverified,unverified platform claim,,top,2026-08-04,Alibaba success receipt MC1IDX1-zU12Xy6OT711gxNgAuNmcYKrb-xXJ08ujvtvfzzAond0Gb7CtcUvnXpgpD6F-aw,awaiting,,0,evidence_pending,,"No attachment, order or spend commitment"
T009,womens_top,"Xiamen Deya Global Trade Co., Ltd.",,China,Alibaba,https://xmdeya.en.alibaba.com/company_profile.html,https://www.alibaba.com/product-detail/C0046-New-Women-s-Deep-V-1601870825541.html,Public product listing only; capability remains unverified,unverified platform claim,,top,2026-08-04,Alibaba success receipt MC1IDX1oj9yS6f2-s4b3p-rjGTFdBVg_wPj69tvrFmP8oRaHcwn8B2FVPv_lUpL2KnkZY2A,awaiting,,0,evidence_pending,,"No attachment, order or spend commitment"
T010,womens_top,"Guangzhou Yinshi Apprael Co., Ltd.",,China,Alibaba,https://gzyinshi.en.alibaba.com/company_profile.html,https://www.alibaba.com/product-detail/Elegant-Women-Crewneck-Shawls-Loose-Long-1601828914989.html,Public product listing only; capability remains unverified,unverified platform claim,,top,2026-08-04,Alibaba success receipt MC1IDX1CJjrsHkIRZP4mMYzVbNsxERArQHhTMuPlVIFp2iK46dKzjvnbFfRgk1IcUy9_sJF,awaiting,,0,evidence_pending,,"No attachment, order or spend commitment"
T011,womens_top,"Suzhou Jinchuan Apparel Co., Ltd.",,China,Alibaba,https://szjinchuan.en.alibaba.com/company_profile.html,https://www.alibaba.com/product-detail/Crew-Neck-Brown-Color-Ruffle-Long-1601683005575.html,Public product listing only; capability remains unverified,unverified platform claim,,top,2026-08-04,Alibaba success receipt MC1IDX1Trt9uyk6LnA57EiIWDQpztiWRdVn6-eFN7pLHWLheq8sU6xI1QHzqxXv3-q1DTTJ,awaiting,,0,evidence_pending,,"No attachment, order or spend commitment"
T012,womens_top,"Jiangxi Dingsheng Imp.& Exp. Co., Ltd.",,China,Alibaba,https://dingshengapparel.en.alibaba.com/company_profile.html,https://www.alibaba.com/product-detail/High-Quality-Custom-Printing-Cotton-Crop-1601282154846.html,Public product listing only; capability remains unverified,unverified platform claim,,top,2026-08-04,Alibaba success receipt MC1IDX1vnYQGLTBaDbmaA7b9M6dnjXhFpuCcx-gzHpcC80ZSdEK3FMAF9eZ3I-6tK43yRnc,awaiting,,0,evidence_pending,,"No attachment, order or spend commitment"
T013,womens_top,"Yiwu Xiaowei Clothing Co., Ltd.",,China,Alibaba,https://happonly.en.alibaba.com/company_profile.html,https://www.alibaba.com/product-detail/XW-sm2335-Wholesale-Best-Selling-Long-1601059204635.html,Public product listing only; capability remains unverified,unverified platform claim,,top,2026-08-04,Alibaba success receipt MC1IDX1VXf2u_YP4wAS8vRkksdR-j44N57v4wI3OY-hUZjuvljCVaXz4UTVFjvTwiyowc7Z,awaiting,,0,evidence_pending,,"No attachment, order or spend commitment"
T014,womens_top,"Jinjiang Xiangying Trading Co., Ltd.",,China,Alibaba,https://xiangyingtrade.en.alibaba.com/company_profile.html,https://www.alibaba.com/product-detail/New-Fall-Winter-Sexy-Casual-Streetwear-1600676636450.html,Public product listing only; capability remains unverified,unverified platform claim,,top,2026-08-04,Alibaba success receipt MC1IDX1GQPjMeOvu45j9bmLLFYVyw-Efp1pBM8eX-4Uj3c7WDoKYdYfFSFqUY1AQrn0pCMq,awaiting,,0,evidence_pending,,"No attachment, order or spend commitment"
T015,womens_top,"Guangzhou Linlin Garment Co., Ltd.",,China,Alibaba,https://gzlinlin.en.alibaba.com/company_profile.html,https://www.alibaba.com/product-detail/2024-new-style-plus-size-shirt-1601277238069.html,Public product listing only; capability remains unverified,unverified platform claim,,top,2026-08-04,Alibaba success receipt MC1IDX1kDyCpg8EC0UMHWhocw50tR-PzGK4y4ZxXmmLQ5bTQbPOIWNngrVK1xUsXSyGktIo,awaiting,,0,evidence_pending,,"No attachment, order or spend commitment"
T016,womens_top,"Fuzhou HG Textile Co., Ltd.",,China,Alibaba,https://hgbridal.en.alibaba.com/company_profile.html,https://www.alibaba.com/product-detail/Crop-Top-Black-T-Shirts-Sexy-1600388340240.html,Public product listing only; capability remains unverified,unverified platform claim,,top,2026-08-04,Alibaba success receipt MC1IDX1DG_lkj7Y8yn67InfAwnV9Z6ko55yDawObFAebHO3db8DVKLRA0hVzPDrzn9J7F_s,awaiting,,0,evidence_pending,,"No attachment, order or spend commitment"
T017,womens_top,"Dongguan King Young Apparel Co., Ltd.",,China,Alibaba,https://kingyoung.en.alibaba.com/company_profile.html,https://www.alibaba.com/product-detail/King-Young-Summer-Sexy-Solid-Crochet-1600200454659.html,Public product listing only; capability remains unverified,unverified platform claim,,top,2026-08-04,Alibaba success receipt MC1IDX135km7sdG0XvLLwV31F759FX7_FKA4QeQZpetoYGNrHi3qB_J4sj3gkAwi-8a8PxT,awaiting,,0,evidence_pending,,"No attachment, order or spend commitment"
T018,womens_top,"Guangzhou Leyee Garment Co., Ltd.",,China,Alibaba,https://guangzhouleyee.en.alibaba.com/company_profile.html,https://www.alibaba.com/product-detail/Romantic-French-Hollow-Embroidered-Blouse-Women-1601594270811.html,Public product listing only; capability remains unverified,unverified platform claim,,top,2026-08-04,Alibaba success receipt MC1IDX1FRM-rk3xW8d8-BLsujvLynunbatWqH7YVGgeevMRQyO15W9rttEP56ji4Yhkyq7D,awaiting,,0,evidence_pending,,"No attachment, order or spend commitment"
T019,womens_top,"Hangzhou Shixiang Clothing Co., Ltd.",,China,Alibaba,https://cnhzshixiang.en.alibaba.com/company_profile.html,https://www.alibaba.com/product-detail/2024-New-Women-s-Casual-Solid-1601665519538.html,Public product listing only; capability remains unverified,unverified platform claim,,top,2026-08-04,Alibaba success receipt MC1IDX1v6SYZ1DRLC_cp9-GwfmIK0yjawGxLl3WkaGfhiGIEy0PZUC9Li8FPlEbp11kBeaC,awaiting,,0,evidence_pending,,"No attachment, order or spend commitment"
T020,womens_top,"Shenzhen Aglory Fashion Apparel Co., Ltd.",,China,Alibaba,https://aglorysz.en.alibaba.com/company_profile.html,https://www.alibaba.com/product-detail/100-Cotton-Tops-2026-Spring-Fashion-1601716264106.html,Public product listing only; capability remains unverified,unverified platform claim,,top,2026-08-04,Alibaba success receipt MC1IDX17kFBj7Iud4WOJQwb1UfZOk-2jXet06XCOsVbxOiU6vYoXmAuOJy4sXRsUPAF2szG,awaiting,,0,evidence_pending,,"No attachment, order or spend commitment"
S001,scarf,"Tongxiang Tyan Clothing Co., Ltd.",,China,Alibaba,https://txtyan.en.alibaba.com/company_profile.html,https://www.alibaba.com/product-detail/Wholesale-Warm-Soft-Scarf-Shawl-Fur-60807628993.html,Public product listing only; capability remains unverified,unverified platform claim,,scarf,2026-08-04,Alibaba success receipt MC1IDX1rUm8OgOvXPnMMutktSXGyYXJJEs8C41ejOK1E7HcH9tL5ITZbL1II5XQGDvQEpGX,awaiting,,0,evidence_pending,,"No attachment, order or spend commitment"
S002,scarf,"Yiwu Yadolce Garment Co., Ltd.",,China,Alibaba,https://yadolce.en.alibaba.com/company_profile.html,https://www.alibaba.com/product-detail/Europe-Fashion-Custom-Logo-Solid-Color-1601621339105.html,Public product listing only; capability remains unverified,unverified platform claim,,scarf,2026-08-04,Alibaba success receipt MC1IDX1Dc3JCqv7rIcwcR1UnSUe1SNCPJGS1i1gAyo0CvYd-ivML_4Yw5lRhONKJ3NoRBbE,awaiting,,0,evidence_pending,,"No attachment, order or spend commitment"
S003,scarf,"Guangzhou Junma Apparel Co., Ltd.",,China,Alibaba,https://jmsweater.en.alibaba.com/company_profile.html,https://www.alibaba.com/product-detail/Brand-custom-new-arrivals-winter-travel-60806539678.html,Public product listing only; capability remains unverified,unverified platform claim,,scarf,2026-08-04,Alibaba success receipt MC1IDX14mYeQNvpXWNul37D11jaHiuxch8NTXHGdTUkAjaW3B2WH-YR2sd6K12ECwYi7PRo,awaiting,,0,evidence_pending,,"No attachment, order or spend commitment"
S004,scarf,Suzhou Jiechen Embroidery Handicraft Factory,,China,Alibaba,https://szjiechen.en.alibaba.com/company_profile.html,https://www.alibaba.com/product-detail/Luxury-Winter-Square-Silk-Wool-Blend-1601258980682.html,Public product listing only; capability remains unverified,unverified platform claim,,scarf,2026-08-04,Alibaba success receipt MC1IDX1tr_UcnDGA4MBsQKtwdnEH1RaLFHM5NtP_n57byAKD1NT49XvtWF8hpQdNb58A14U,awaiting,,0,evidence_pending,,"No attachment, order or spend commitment"
S005,scarf,"Ningbo Youki Unite Imp & Exp Co., Ltd.",,China,Alibaba,https://youki.en.alibaba.com/company_profile.html,https://www.alibaba.com/product-detail/Winter-warm-soft-colourful-plaid-wool-1600690377349.html,Public product listing only; capability remains unverified,unverified platform claim,,scarf,2026-08-04,Alibaba success receipt MC1IDX19WciqoSTFZMR1ZSOGgKX7W_JmajOyNaCNWpbvNox-VG7s6QjUKztzRswuthsYv-4,awaiting,,0,evidence_pending,,"No attachment, order or spend commitment"
S006,scarf,Zhejiang Runyang Clothing Company,,China,Alibaba,https://bkcashmere.en.alibaba.com/company_profile.html,https://www.alibaba.com/product-detail/Long-Size-Solid-Color-Merino-Wool-60523063438.html,Public product listing only; capability remains unverified,unverified platform claim,,scarf,2026-08-04,Alibaba success receipt MC1IDX1jyaL2mJKdHIb1qLy69aI60F81ZaYpLoSRIMyRJaj7sF8xEi_KT0EigkxSBTxDj1c,awaiting,,0,evidence_pending,,"No attachment, order or spend commitment"
S007,scarf,"Hangzhou Leji Technology Co., Ltd.",,China,Alibaba,https://lejitech.en.alibaba.com/company_profile.html,https://www.alibaba.com/product-detail/Merino-Wool-Men-s-Long-Jacquard-1601633950430.html,Public product listing only; capability remains unverified,unverified platform claim,,scarf,2026-08-04,Alibaba success receipt MC1IDX1XmHo4wQWWA8RyTDPNvWBR0dXdCpDfydPdZnb17j0bOJJAxH4jt9hht8oj2C21dzn,awaiting,,0,evidence_pending,,"No attachment, order or spend commitment"
S008,scarf,"Shanxi Field Clothing Co., Ltd.",,China,Alibaba,https://imfield2.en.alibaba.com/company_profile.html,https://www.alibaba.com/product-detail/Hot-selling-Blend-Cashmere-Scarf-Women-1601568805149.html,Public product listing only; capability remains unverified,unverified platform claim,,scarf,2026-08-04,Alibaba success receipt MC1IDX1xHLhIhNyWORBNqKmk6fOjbJhA977GVccHuEUNEo6KEYQzmom0zr5su8VebY3Fw7E,awaiting,,0,evidence_pending,,"No attachment, order or spend commitment"
S009,scarf,"Tongxiang Janefur Co., Ltd.",,China,Alibaba,https://jfur.en.alibaba.com/company_profile.html,https://www.alibaba.com/product-detail/Women-cashmere-poncho-shawl-colorful-winter-1600105468085.html,Public product listing only; capability remains unverified,unverified platform claim,,scarf,2026-08-04,Alibaba success receipt MC1IDX1gU-2QLCntKOXSukt5WuajHCoEfV3zYRsjOixK4J_1Ym--XtMw3bSxu1Nirx9S_i3,awaiting,,0,evidence_pending,,"No attachment, order or spend commitment"
S010,scarf,Suzhou Guoyun Silk Factory,,China,Alibaba,https://szgysilk.en.alibaba.com/company_profile.html,https://www.alibaba.com/product-detail/Double-Sided-Two-Color-Square-Scarf-1601639136749.html,Public product listing only; capability remains unverified,unverified platform claim,,scarf,2026-08-04,Alibaba success receipt MC1IDX1FdapwFFXOnH-GC3nISrwzJwFYkIpyr8O8pF_xmMlORlIwG21vhvcuvwpuyERfHt3,awaiting,,0,evidence_pending,,"No attachment, order or spend commitment"
S011,scarf,"Inner Mongolia Field Textile Products Co., Ltd.",,China,Alibaba,https://imfield.en.alibaba.com/company_profile.html,https://www.alibaba.com/product-detail/Custom-New-Arrivals-Winter-Travel-Cashmere-62007907267.html,Public product listing only; capability remains unverified,unverified platform claim,,scarf,2026-08-04,Alibaba success receipt MC1IDX1RVQikf9BtWNUSgDyXXNS8p47s1oAzFIHm9ILG-kylEO1PDRthjCzpe9B7GaTIuf9,awaiting,,0,evidence_pending,,"No attachment, order or spend commitment"
S012,scarf,"Ningbo Jiayu Garment Co., Ltd.",,China,Alibaba,https://scarfhat.en.alibaba.com/company_profile.html,https://www.alibaba.com/product-detail/Factory-Wholesale-Ready-Supply-Solid-15-1601865608116.html,Public product listing only; capability remains unverified,unverified platform claim,,scarf,2026-08-04,Alibaba success receipt MC1IDX1KVooCN353brwhMcAu3tlYZddW5INZZU9rIs6nNPB5SW_Hlsrxm0CNMX5_SdpigPA,awaiting,,0,evidence_pending,,"No attachment, order or spend commitment"
S013,scarf,"Alice Clothing (Yiwu) Co., Ltd.",,China,Alibaba,https://yiwualice.en.alibaba.com/company_profile.html,https://www.alibaba.com/product-detail/Vintage-Hemp-Pattern-Solid-Color-Wool-1601650011652.html,Public product listing only; capability remains unverified,unverified platform claim,,scarf,2026-08-04,Alibaba success receipt MC1IDX1nNVIYVM3j4gIgOwbAU_faHcitYSslZqOL1l6hg3gIkG-EICMaApYsgAXfvXrzjbJ,awaiting,,0,evidence_pending,,"No attachment, order or spend commitment"
S014,scarf,"Shanghai Style Fashion Accessories Co., Ltd.",,China,Alibaba,https://stylesh.en.alibaba.com/company_profile.html,https://www.alibaba.com/product-detail/Wholesale-Custom-Soft-Breathable-Recycled-Poly-1601607728118.html,Public product listing only; capability remains unverified,unverified platform claim,,scarf,2026-08-04,Alibaba success receipt MC1IDX1P8vyhdThrIRuPqq76Tov97IU4apD4_FUDGrZyzCG_cgryXX7TlKbgUxZWJdbGWA2,awaiting,,0,evidence_pending,,"No attachment, order or spend commitment"
S015,scarf,"Shengzhou Haoshuai Necktie&Garment Co., Ltd.",,China,Alibaba,https://hsgarment.en.alibaba.com/company_profile.html,https://www.alibaba.com/product-detail/Men-s-Business-Casual-Thick-Scarves-1600909830947.html,Public product listing only; capability remains unverified,unverified platform claim,,scarf,2026-08-04,Alibaba success receipt MC1IDX14eXwHpTbmFZ5zJ_VKGYDnRw76uYMzp13YOZvEog3VBd5QcwFxQwDa66sA1eOhQq3,awaiting,,0,evidence_pending,,"No attachment, order or spend commitment"
